,coin,time,near_symbol,far_symbol,vwap_near,vwap_far,spread,volume_near,volume_far
1656,XBT,2018-03-12 23:00:00,XBTH18,XBTM18,9047.46561292488,9115.94656182388,68.48094889899949,5268582,2585755
1657,XBT,2018-03-13 00:00:00,XBTH18,XBTM18,9088.72220468931,9139.216329416951,50.494124727641974,7020969,2983392
1658,XBT,2018-03-13 01:00:00,XBTH18,XBTM18,9076.633919069442,9127.395855179806,50.76193611036433,4455374,2571959
1659,XBT,2018-03-13 02:00:00,XBTH18,XBTM18,9019.988307715532,9073.398376881814,53.41006916628248,4703979,2182641
1660,XBT,2018-03-13 03:00:00,XBTH18,XBTM18,8922.725542528862,8959.05972000117,36.33417747230851,5727828,1945271
1661,XBT,2018-03-13 04:00:00,XBTH18,XBTM18,9217.838787823664,9238.893347617272,21.05455979360704,11236220,4074578
1662,XBT,2018-03-13 05:00:00,XBTH18,XBTM18,9311.329829535523,9353.055144954742,41.72531541921853,3629998,1129545
1663,XBT,2018-03-13 06:00:00,XBTH18,XBTM18,9352.013243677617,9396.709112332168,44.695868654551305,3204312,1718692
1664,XBT,2018-03-13 07:00:00,XBTH18,XBTM18,9149.21891246913,9153.589218079063,4.370305609932984,6850814,2953217
1665,XBT,2018-03-13 08:00:00,XBTH18,XBTM18,9065.304850121689,9101.2086890169,35.903838895210356,3943680,1929128
1666,XBT,2018-03-13 09:00:00,XBTH18,XBTM18,9219.107987986745,9252.788097492425,33.680109505679866,3420946,1511183
1667,XBT,2018-03-13 10:00:00,XBTH18,XBTM18,8998.808408694948,9055.658524146647,56.85011545169982,7189382,4554351
1668,XBT,2018-03-13 11:00:00,XBTH18,XBTM18,8857.217081060671,8911.663338987553,54.446257926882026,7600607,2734152
1669,XBT,2018-03-13 12:00:00,XBTH18,XBTM18,8825.943608354943,8867.002246098338,41.05863774339559,5530163,2442049
1670,XBT,2018-03-13 13:00:00,XBTH18,XBTM18,9065.283741015142,9056.687955628116,-8.595785387025899,10586166,5207331
1671,XBT,2018-03-13 14:00:00,XBTH18,XBTM18,9048.597879841369,9094.955340623384,46.35746078201555,5580195,2556631
1672,XBT,2018-03-13 15:00:00,XBTH18,XBTM18,8957.53968568972,8996.87993917565,39.34025348592877,5723802,2549035
1673,XBT,2018-03-13 16:00:00,XBTH18,XBTM18,9110.431385564787,9173.741742203048,63.31035663826151,9387343,5167814
1674,XBT,2018-03-13 17:00:00,XBTH18,XBTM18,9120.375554603754,9176.83309039427,56.457535790515976,6109415,3244865
1675,XBT,2018-03-13 18:00:00,XBTH18,XBTM18,9040.758609117258,9099.430418268412,58.671809151153866,4492930,3026136
1676,XBT,2018-03-13 19:00:00,XBTH18,XBTM18,9000.612973670428,9066.382830660748,65.76985699032048,5420764,3534731
1677,XBT,2018-03-13 20:00:00,XBTH18,XBTM18,9020.499145960144,9075.739727663964,55.24058170381977,5319374,2772712
1678,XBT,2018-03-13 21:00:00,XBTH18,XBTM18,9018.258593595316,9073.617491549943,55.35889795462754,2655166,1920993
1679,XBT,2018-03-13 22:00:00,XBTH18,XBTM18,9128.146932741269,9151.187062894847,23.040130153578502,6411447,2918716
1680,XBT,2018-03-13 23:00:00,XBTH18,XBTM18,9090.571145720472,9144.412709698676,53.84156397820334,3160055,1855635
1681,XBT,2018-03-14 00:00:00,XBTH18,XBTM18,9197.136391383368,9232.13603253652,34.99964115315197,7274143,3758091
1682,XBT,2018-03-14 01:00:00,XBTH18,XBTM18,9224.195607659103,9292.88613957635,68.69053191724743,2554189,2159896
1683,XBT,2018-03-14 02:00:00,XBTH18,XBTM18,9183.933605969542,9239.754461740782,55.82085577124053,2257712,1252046
1684,XBT,2018-03-14 03:00:00,XBTH18,XBTM18,9202.280710660689,9261.360757767021,59.08004710633213,4470762,1803446
1685,XBT,2018-03-14 04:00:00,XBTH18,XBTM18,9027.961782793553,9116.580916084398,88.61913329084564,7091965,2685186
1686,XBT,2018-03-14 05:00:00,XBTH18,XBTM18,9068.346288259288,9108.78962459871,40.443336339421876,2383152,1430392
1687,XBT,2018-03-14 06:00:00,XBTH18,XBTM18,9080.497831409766,9108.062366111702,27.56453470193628,1700140,1032982
1688,XBT,2018-03-14 07:00:00,XBTH18,XBTM18,9039.4781365319,9070.309705714611,30.831569182711974,2548849,717634
1689,XBT,2018-03-14 08:00:00,XBTH18,XBTM18,9024.767774934004,9062.415831911232,37.64805697722841,1426977,476337
1690,XBT,2018-03-14 09:00:00,XBTH18,XBTM18,8872.453138569808,8933.669719873407,61.216581303599014,5383283,2272539
1691,XBT,2018-03-14 10:00:00,XBTH18,XBTM18,8687.678015035446,8671.023906758968,-16.654108276477928,6841001,2583871
1692,XBT,2018-03-14 11:00:00,XBTH18,XBTM18,8582.181010718892,8578.141204842215,-4.039805876676837,6940978,5591719
1693,XBT,2018-03-14 12:00:00,XBTH18,XBTM18,8584.980140856422,8557.6430363722,-27.337104484222436,5295655,4542750
1694,XBT,2018-03-14 13:00:00,XBTH18,XBTM18,8552.543343848947,8549.521965714872,-3.0213781340753485,4003859,2013599
1695,XBT,2018-03-14 14:00:00,XBTH18,XBTM18,8639.4562795201,8642.365324090164,2.9090445700639975,4387566,1826372
1696,XBT,2018-03-14 15:00:00,XBTH18,XBTM18,8609.735407399243,8643.619622888538,33.88421548929546,3480220,1739731
1697,XBT,2018-03-14 16:00:00,XBTH18,XBTM18,8376.459461349195,8378.745682946568,2.286221597372787,12997763,8499849
1698,XBT,2018-03-14 17:00:00,XBTH18,XBTM18,8151.263992040022,8196.671889755013,45.40789771499112,13186934,7379181
1699,XBT,2018-03-14 18:00:00,XBTH18,XBTM18,8074.337468299252,8111.869305901219,37.53183760196771,14389872,3590308
1700,XBT,2018-03-14 19:00:00,XBTH18,XBTM18,8147.136897938721,8174.088653642847,26.9517557041263,3673832,1581469
1701,XBT,2018-03-14 20:00:00,XBTH18,XBTM18,8116.785830510946,8154.589494962433,37.80366445148684,4474640,2134859
1702,XBT,2018-03-14 21:00:00,XBTH18,XBTM18,7940.730161957859,7964.833778640259,24.10361668239966,11786061,5155803
1703,XBT,2018-03-14 22:00:00,XBTH18,XBTM18,8061.5995196226295,8089.713384806355,28.113865183725466,8558925,5948480
1704,XBT,2018-03-14 23:00:00,XBTH18,XBTM18,8104.27340171187,8146.138104463825,41.86470275195461,5231881,2784989
1705,XBT,2018-03-15 00:00:00,XBTH18,XBTM18,8006.248968529435,8010.5018399522805,4.252871422845601,8732535,2918234
1706,XBT,2018-03-15 01:00:00,XBTH18,XBTM18,8031.945800223794,8037.381869394345,5.4360691705505815,3702974,1605053
1707,XBT,2018-03-15 02:00:00,XBTH18,XBTM18,7812.737564751504,7794.0961371988915,-18.641427552612186,19002765,5944072
1708,XBT,2018-03-15 03:00:00,XBTH18,XBTM18,7813.806681405206,7805.035918727902,-8.770762677304447,6648275,3682233
1709,XBT,2018-03-15 04:00:00,XBTH18,XBTM18,7810.371018965609,7796.148819503109,-14.222199462500612,5033975,1597576
1710,XBT,2018-03-15 05:00:00,XBTH18,XBTM18,7708.597517775659,7720.943061012385,12.345543236726371,7820356,2571042
1711,XBT,2018-03-15 06:00:00,XBTH18,XBTM18,7674.535471291304,7678.970942872675,4.435471581370621,5715258,3399769
1712,XBT,2018-03-15 07:00:00,XBTH18,XBTM18,7830.914697905435,7826.172365951686,-4.742331953749272,3504069,2080103
1713,XBT,2018-03-15 08:00:00,XBTH18,XBTM18,7973.653565780265,7942.340399739907,-31.313166040357828,7377167,4723703
1714,XBT,2018-03-15 09:00:00,XBTH18,XBTM18,8122.781063694047,8109.591904315354,-13.189159378692239,4895850,2345602
1715,XBT,2018-03-15 10:00:00,XBTH18,XBTM18,8078.82530797028,8070.782164549782,-8.043143420498382,4616890,2721247
1716,XBT,2018-03-15 11:00:00,XBTH18,XBTM18,8101.2133942100245,8116.672848674016,15.459454463991278,4493387,2912365
1717,XBT,2018-03-15 12:00:00,XBTH18,XBTM18,8095.039829822896,8103.0873819568405,8.047552133944919,2946528,1467121
1718,XBT,2018-03-15 13:00:00,XBTH18,XBTM18,8205.817980372021,8191.851777946414,-13.966202425607662,3709725,1672413
1719,XBT,2018-03-15 14:00:00,XBTH18,XBTM18,8227.745047325967,8235.778480128407,8.033432802440075,4068479,2205329
1720,XBT,2018-03-15 15:00:00,XBTH18,XBTM18,7998.172893447238,7996.177164336761,-1.9957291104765318,12216951,4548569
1721,XBT,2018-03-15 16:00:00,XBTH18,XBTM18,7999.6350775437795,7996.621354232687,-3.01372331109269,9015894,2983494
1722,XBT,2018-03-15 17:00:00,XBTH18,XBTM18,8128.0251728787625,8122.991780778118,-5.03339210064496,5280729,2274174
1723,XBT,2018-03-15 18:00:00,XBTH18,XBTM18,8099.682893114884,8080.1228491133925,-19.560044001491406,6574094,2802240
1724,XBT,2018-03-15 19:00:00,XBTH18,XBTM18,8183.073127895909,8161.09405520264,-21.97907269326879,7219134,3229514
1725,XBT,2018-03-15 20:00:00,XBTH18,XBTM18,8195.973241747057,8181.091386827533,-14.881854919523903,3964016,1630507
1726,XBT,2018-03-15 21:00:00,XBTH18,XBTM18,8192.590294596777,8172.7778105206335,-19.812484076143846,3289888,1605388
1727,XBT,2018-03-15 22:00:00,XBTH18,XBTM18,8261.592126297626,8261.053712074881,-0.5384142227449047,4835033,2209711
1728,XBT,2018-03-15 23:00:00,XBTH18,XBTM18,8210.966521850936,8204.689046535694,-6.277475315242555,3340795,1755474
1729,XBT,2018-03-16 00:00:00,XBTH18,XBTM18,8115.471790516346,8100.549102530806,-14.922687985540506,5534133,2638368
1730,XBT,2018-03-16 01:00:00,XBTH18,XBTM18,7919.798623314566,7931.444125067852,11.645501753286226,5177896,2596449
1731,XBT,2018-03-16 02:00:00,XBTH18,XBTM18,7971.7403383951205,7971.4279453104455,-0.3123930846750227,4881183,2377677
1732,XBT,2018-03-16 03:00:00,XBTH18,XBTM18,7993.014083649688,8002.7249452674205,9.710861617732917,4072687,1400674
1733,XBT,2018-03-16 04:00:00,XBTH18,XBTM18,8080.899855351497,8108.150997388831,27.25114203733392,4617561,1720532
1734,XBT,2018-03-16 05:00:00,XBTH18,XBTM18,8138.795278718362,8136.85642887875,-1.9388498396119758,2212184,1667527
1735,XBT,2018-03-16 06:00:00,XBTH18,XBTM18,8160.386334989259,8171.875809848339,11.489474859079564,2885497,2003881
1736,XBT,2018-03-16 07:00:00,XBTH18,XBTM18,8189.677055261731,8182.073584554308,-7.603470707423185,2131504,962469
1737,XBT,2018-03-16 08:00:00,XBTH18,XBTM18,8185.694431248409,8219.936987104855,34.242555856445506,5154800,4378105
1738,XBT,2018-03-16 09:00:00,XBTH18,XBTM18,8096.196692834676,8118.797160379857,22.600467545181345,4079956,2077625
1739,XBT,2018-03-16 10:00:00,XBTH18,XBTM18,8084.016365546277,8093.728047598846,9.711682052569813,1926265,1017907
1740,XBT,2018-03-16 11:00:00,XBTH18,XBTM18,8124.034950752389,8149.267686991522,25.232736239133374,1769166,937404
1741,XBT,2018-03-16 12:00:00,XBTH18,XBTM18,8155.942204635658,8185.7582183412205,29.81601370556291,4599716,2195972
1742,XBT,2018-03-16 13:00:00,XBTH18,XBTM18,8410.113221373951,8387.45854257485,-22.65467879910102,11308957,5150057
1743,XBT,2018-03-16 14:00:00,XBTH18,XBTM18,8464.202556086626,8494.332391085009,30.12983499838265,4775026,2666486
1744,XBT,2018-03-16 15:00:00,XBTH18,XBTM18,8493.053094760156,8538.65238544187,45.59929068171368,5744043,3183053
1745,XBT,2018-03-16 16:00:00,XBTH18,XBTM18,8500.919057088033,8534.120044626234,33.200987538200934,4272752,1595073
1746,XBT,2018-03-16 17:00:00,XBTH18,XBTM18,8499.055639026763,8535.519593847677,36.463954820914296,3012110,1487487
1747,XBT,2018-03-16 18:00:00,XBTH18,XBTM18,8474.500733725094,8524.582623722883,50.0818899977894,4301002,2255826
1748,XBT,2018-03-16 19:00:00,XBTH18,XBTM18,8523.659846303895,8558.730389651257,35.07054334736131,3837796,1174133
1749,XBT,2018-03-16 20:00:00,XBTH18,XBTM18,8506.52732648995,8541.74502170608,35.21769521612987,2619937,1226859
1750,XBT,2018-03-16 21:00:00,XBTH18,XBTM18,8481.662743813607,8514.67521403151,33.012470217901864,2422850,649702
1751,XBT,2018-03-16 22:00:00,XBTH18,XBTM18,8484.419621632378,8507.811311195312,23.391689562933607,2665537,582083
1752,XBT,2018-03-16 23:00:00,XBTH18,XBTM18,8347.135631406407,8355.810830644341,8.675199237934066,4766642,1991216
1753,XBT,2018-03-17 00:00:00,XBTH18,XBTM18,8253.422730676062,8258.762072080275,5.339341404212973,3750162,2630223
1754,XBT,2018-03-17 01:00:00,XBTH18,XBTM18,8123.541034307319,8131.827579021921,8.286544714602314,6165801,3440234
1755,XBT,2018-03-17 02:00:00,XBTH18,XBTM18,8108.950413224235,8112.382593507406,3.432180283171874,3685566,2558253
1756,XBT,2018-03-17 03:00:00,XBTH18,XBTM18,8166.5302010085425,8163.517994771335,-3.012206237207465,1340154,2089157
1757,XBT,2018-03-17 04:00:00,XBTH18,XBTM18,8128.479037313537,8130.332128300341,1.8530909868031813,2590470,1730124
1758,XBT,2018-03-17 05:00:00,XBTH18,XBTM18,8131.589554150819,8120.423593686616,-11.165960464202726,2486485,1139975
1759,XBT,2018-03-17 06:00:00,XBTH18,XBTM18,8118.565484264721,8097.735656297129,-20.829827967591882,2172246,1691763
1760,XBT,2018-03-17 07:00:00,XBTH18,XBTM18,8168.07664529702,8160.891448059209,-7.185197237810826,1072373,724550
1761,XBT,2018-03-17 08:00:00,XBTH18,XBTM18,8217.28039635504,8242.89475346013,25.614357105090676,2845462,1821333
1762,XBT,2018-03-17 09:00:00,XBTH18,XBTM18,8259.920219192467,8256.2438567862,-3.676362406267799,1023537,667465
1763,XBT,2018-03-17 10:00:00,XBTH18,XBTM18,8203.848212677649,8205.795412993954,1.9472003163045883,884470,1298858
1764,XBT,2018-03-17 11:00:00,XBTH18,XBTM18,8215.651589996689,8202.483149092048,-13.168440904641102,1546028,782530
1765,XBT,2018-03-17 12:00:00,XBTH18,XBTM18,8021.774155082049,7988.347823910345,-33.42633117170408,8520478,4953964
1766,XBT,2018-03-17 13:00:00,XBTH18,XBTM18,7945.468310606571,7912.515903446751,-32.95240715982072,4096734,2923627
1767,XBT,2018-03-17 14:00:00,XBTH18,XBTM18,7947.268848920879,7928.907120109354,-18.3617288115247,3098356,1797094
1768,XBT,2018-03-17 15:00:00,XBTH18,XBTM18,7846.383811138077,7800.245662268111,-46.138148869966244,5142890,3898493
1769,XBT,2018-03-17 16:00:00,XBTH18,XBTM18,7856.1990167449085,7809.0822154176185,-47.11680132728998,1522863,1360690
1770,XBT,2018-03-17 17:00:00,XBTH18,XBTM18,7879.431088715544,7835.660705873857,-43.770382841687024,2284869,1381477
1771,XBT,2018-03-17 18:00:00,XBTH18,XBTM18,7801.375593036991,7786.451394200472,-14.924198836518372,4234405,1939227
1772,XBT,2018-03-17 19:00:00,XBTH18,XBTM18,7736.283155003432,7677.922013731636,-58.36114127179553,3725591,2646611
1773,XBT,2018-03-17 20:00:00,XBTH18,XBTM18,7748.2213564895865,7715.154552958979,-33.0668035306071,5037810,5175668
1774,XBT,2018-03-17 21:00:00,XBTH18,XBTM18,7920.774688940181,7907.304780969544,-13.469907970636996,6626755,4574967
1775,XBT,2018-03-17 22:00:00,XBTH18,XBTM18,7943.570576291395,7940.874177610751,-2.6963986806440516,3277038,1543053
1776,XBT,2018-03-17 23:00:00,XBTH18,XBTM18,7853.37283395881,7832.1023983620125,-21.270435596797142,3811709,2692573
1777,XBT,2018-03-18 00:00:00,XBTH18,XBTM18,7750.931218381806,7718.575130713039,-32.35608766876703,3803320,4580589
1778,XBT,2018-03-18 01:00:00,XBTH18,XBTM18,7705.136225052917,7682.25357170325,-22.882653349667635,2789236,1438992
1779,XBT,2018-03-18 02:00:00,XBTH18,XBTM18,7526.5754999846595,7532.684747790244,6.109247805584346,13241055,6822311
1780,XBT,2018-03-18 03:00:00,XBTH18,XBTM18,7598.9279499420545,7566.662991555025,-32.264958387029765,5069563,3553331
1781,XBT,2018-03-18 04:00:00,XBTH18,XBTM18,7564.991234335464,7526.955865812368,-38.03536852309571,5586501,3210231
1782,XBT,2018-03-18 05:00:00,XBTH18,XBTM18,7539.935520195158,7507.749225754574,-32.18629444058388,4195436,2863359
1783,XBT,2018-03-18 06:00:00,XBTH18,XBTM18,7640.719043868987,7633.025725838183,-7.693318030804221,3836854,2408393
1784,XBT,2018-03-18 07:00:00,XBTH18,XBTM18,7631.878340516398,7605.285434482128,-26.592906034269618,2882038,1198676
1785,XBT,2018-03-18 08:00:00,XBTH18,XBTM18,7679.585344710361,7664.276158992529,-15.309185717831497,2465424,1493584
1786,XBT,2018-03-18 09:00:00,XBTH18,XBTM18,7655.574971390395,7608.992252600832,-46.58271878956293,2261758,1279533
1787,XBT,2018-03-18 10:00:00,XBTH18,XBTM18,7562.216402387532,7520.079905765436,-42.136496622096274,3291598,2660944
1788,XBT,2018-03-18 11:00:00,XBTH18,XBTM18,7635.743192781098,7625.048703196263,-10.694489584834628,3611035,4645361
1789,XBT,2018-03-18 12:00:00,XBTH18,XBTM18,7720.287740672704,7723.475982204928,3.1882415322243105,3835978,2392668
1790,XBT,2018-03-18 13:00:00,XBTH18,XBTM18,7568.79475384271,7548.1737406660495,-20.6210131766602,4813658,5786264
1791,XBT,2018-03-18 14:00:00,XBTH18,XBTM18,7340.767174412221,7342.950574383421,2.183399971199833,11366031,8050841
1792,XBT,2018-03-18 15:00:00,XBTH18,XBTM18,7383.496775894299,7371.288710225686,-12.208065668613017,4056588,2981932
1793,XBT,2018-03-18 16:00:00,XBTH18,XBTM18,7364.311782726965,7337.3477689785705,-26.96401374839479,5384265,2448588
1794,XBT,2018-03-18 17:00:00,XBTH18,XBTM18,7443.783889186623,7411.440284210365,-32.343604976258575,11295492,3895093
1795,XBT,2018-03-18 18:00:00,XBTH18,XBTM18,7499.692561801746,7496.71736291976,-2.9751988819862163,6102347,2831891
1796,XBT,2018-03-18 19:00:00,XBTH18,XBTM18,7454.126270778374,7441.483060996106,-12.643209782268059,4493867,2301101
1797,XBT,2018-03-18 20:00:00,XBTH18,XBTM18,7567.990585012264,7578.375927937333,10.385342925068471,4945450,3367877
1798,XBT,2018-03-18 21:00:00,XBTH18,XBTM18,7954.586204925352,7957.020665007638,2.434460082286023,14729059,9401363
1799,XBT,2018-03-18 22:00:00,XBTH18,XBTM18,8128.955260757988,8139.6437378605615,10.688477102573415,7117874,5977550
1800,XBT,2018-03-18 23:00:00,XBTH18,XBTM18,8184.469893729988,8181.512323900815,-2.957569829172826,8069569,3470463
1801,XBT,2018-03-19 00:00:00,XBTH18,XBTM18,8332.896944923357,8322.658504455127,-10.238440468230692,10318788,8164618
1802,XBT,2018-03-19 01:00:00,XBTH18,XBTM18,8185.465855388376,8196.154351783383,10.68849639500695,3871240,3883906
1803,XBT,2018-03-19 02:00:00,XBTH18,XBTM18,8213.889142794307,8209.354026634417,-4.535116159890094,2787796,2728267
1804,XBT,2018-03-19 03:00:00,XBTH18,XBTM18,8172.999618838734,8166.302149358573,-6.6974694801610895,2981113,1598624
1805,XBT,2018-03-19 04:00:00,XBTH18,XBTM18,8191.751764590655,8193.915419767547,2.163655176892462,1519260,883357
1806,XBT,2018-03-19 05:00:00,XBTH18,XBTM18,8280.821762703674,8275.692028651363,-5.129734052310596,4080823,2602665
1807,XBT,2018-03-19 06:00:00,XBTH18,XBTM18,8271.934936475314,8281.773532104502,9.838595629187694,2712440,1905144
1808,XBT,2018-03-19 07:00:00,XBTH18,XBTM18,8281.219075032983,8262.619714976476,-18.599360056507066,1141474,1278812
1809,XBT,2018-03-19 08:00:00,XBTH18,XBTM18,8319.538246332137,8317.778479895123,-1.7597664370132406,3592474,2717107
1810,XBT,2018-03-19 09:00:00,XBTH18,XBTM18,8217.15550712779,8210.281186862654,-6.874320265136703,3653530,2426936
1811,XBT,2018-03-19 10:00:00,XBTH18,XBTM18,8166.483716467185,8169.244055596533,2.7603391293478126,4391382,2679302
1812,XBT,2018-03-19 11:00:00,XBTH18,XBTM18,8294.972849093268,8308.249534502535,13.276685409266065,4559006,2734715
1813,XBT,2018-03-19 12:00:00,XBTH18,XBTM18,8284.795241058186,8286.240808066525,1.4455670083389123,3464352,2158129
1814,XBT,2018-03-19 13:00:00,XBTH18,XBTM18,8421.154011140141,8403.53874899941,-17.61526214073092,7032614,4790168
1815,XBT,2018-03-19 14:00:00,XBTH18,XBTM18,8549.727216436104,8588.020520545817,38.29330410971306,8321547,3873981
1816,XBT,2018-03-19 15:00:00,XBTH18,XBTM18,8531.798304290023,8521.595403343666,-10.202900946356749,2439497,2193731
1817,XBT,2018-03-19 16:00:00,XBTH18,XBTM18,8556.785227785494,8545.651761819645,-11.13346596584961,4056005,1945456
1818,XBT,2018-03-19 17:00:00,XBTH18,XBTM18,8342.25022971202,8336.764796788599,-5.485432923422195,8677656,5059757
1819,XBT,2018-03-19 18:00:00,XBTH18,XBTM18,8361.384140696651,8353.027030934736,-8.357109761915126,4103102,2377292
1820,XBT,2018-03-19 19:00:00,XBTH18,XBTM18,8388.955915374752,8389.935009918321,0.9790945435688627,3322076,1879784
1821,XBT,2018-03-19 20:00:00,XBTH18,XBTM18,8440.510811211212,8459.802295890373,19.29148467916093,3309446,3341788
1822,XBT,2018-03-19 21:00:00,XBTH18,XBTM18,8430.962843816651,8442.340256859545,11.37741304289375,2412001,1321407
1823,XBT,2018-03-19 22:00:00,XBTH18,XBTM18,8472.945048545122,8488.211706472188,15.266657927066262,3303741,2933538
1824,XBT,2018-03-19 23:00:00,XBTH18,XBTM18,8527.670055366792,8544.79496237275,17.12490700595845,2897336,2076046
1825,XBT,2018-03-20 00:00:00,XBTH18,XBTM18,8497.028351969091,8517.570918020134,20.54256605104274,3193835,2111416
1826,XBT,2018-03-20 01:00:00,XBTH18,XBTM18,8468.724295663349,8472.575131652597,3.850835989247571,2814178,2106475
1827,XBT,2018-03-20 02:00:00,XBTH18,XBTM18,8519.185053796622,8550.994733438189,31.809679641566618,2684072,1881929
1828,XBT,2018-03-20 03:00:00,XBTH18,XBTM18,8572.877782137755,8581.331734556206,8.453952418451081,3089886,2428568
1829,XBT,2018-03-20 04:00:00,XBTH18,XBTM18,8504.064351033921,8507.566278962713,3.5019279287917016,2458939,1785078
1830,XBT,2018-03-20 05:00:00,XBTH18,XBTM18,8445.751579346239,8447.762379319565,2.010799973326357,2054173,1373443
1831,XBT,2018-03-20 06:00:00,XBTH18,XBTM18,8489.932554164261,8488.294017184051,-1.6385369802101195,1884776,1700996
1832,XBT,2018-03-20 07:00:00,XBTH18,XBTM18,8418.778530081418,8423.17267312402,4.3941430426020816,2458029,2145946
1833,XBT,2018-03-20 08:00:00,XBTH18,XBTM18,8374.580976014524,8378.030545722702,3.4495697081783874,2297878,1309109
1834,XBT,2018-03-20 09:00:00,XBTH18,XBTM18,8389.63763264218,8418.6152098817,28.977577239520542,3533122,1255037
1835,XBT,2018-03-20 10:00:00,XBTH18,XBTM18,8470.202689632233,8485.235507509115,15.032817876881381,3028492,1371693
1836,XBT,2018-03-20 11:00:00,XBTH18,XBTM18,8511.02878887709,8541.572977055486,30.544188178395416,2538365,1630612
1837,XBT,2018-03-20 12:00:00,XBTH18,XBTM18,8537.228307752233,8560.32359653606,23.095288783826618,2568060,2302262
1838,XBT,2018-03-20 13:00:00,XBTH18,XBTM18,8519.465282918845,8535.444016642168,15.978733723322875,2308872,1319173
1839,XBT,2018-03-20 14:00:00,XBTH18,XBTM18,8479.116274286533,8497.392290138852,18.276015852319688,2397553,2708062
1840,XBT,2018-03-20 15:00:00,XBTH18,XBTM18,8560.888812676694,8579.205597051403,18.31678437470873,2417184,2904364
1841,XBT,2018-03-20 16:00:00,XBTH18,XBTM18,8747.416926914177,8770.005331673729,22.58840475955185,9335790,6412873
1842,XBT,2018-03-20 17:00:00,XBTH18,XBTM18,8821.873678091859,8820.932053659417,-0.9416244324420404,6337028,2829330
1843,XBT,2018-03-20 18:00:00,XBTH18,XBTM18,8823.721650611746,8832.923501840047,9.201851228301166,1975988,1585340
1844,XBT,2018-03-20 19:00:00,XBTH18,XBTM18,8886.805752759828,8911.462971364466,24.65721860463782,2744626,2057559
1845,XBT,2018-03-20 20:00:00,XBTH18,XBTM18,8958.460554974967,8953.674251086723,-4.78630388824422,4101294,3533564
1846,XBT,2018-03-20 21:00:00,XBTH18,XBTM18,8921.358251713029,8918.958095070022,-2.4001566430069943,1309463,1201020
1847,XBT,2018-03-20 22:00:00,XBTH18,XBTM18,8929.334331927683,8938.146396425425,8.81206449774254,1040965,695831
1848,XBT,2018-03-20 23:00:00,XBTH18,XBTM18,8890.811931524657,8894.64566132283,3.8337297981724987,2074240,1192021
1849,XBT,2018-03-21 00:00:00,XBTH18,XBTM18,8898.048920206034,8902.446585974421,4.397665768387014,1097974,714188
1850,XBT,2018-03-21 01:00:00,XBTH18,XBTM18,8936.111952384383,8934.108974739442,-2.0029776449409837,777245,608015
1851,XBT,2018-03-21 02:00:00,XBTH18,XBTM18,8949.585202352075,8963.484058706987,13.898856354911914,1001159,1137081
1852,XBT,2018-03-21 03:00:00,XBTH18,XBTM18,8983.798368943995,8986.006020683411,2.2076517394161783,1628619,1126521
1853,XBT,2018-03-21 04:00:00,XBTH18,XBTM18,9064.774368102835,9079.849841120658,15.075473017823242,3727435,3177172
1854,XBT,2018-03-21 05:00:00,XBTH18,XBTM18,9063.334407083204,9070.479842579054,7.145435495849597,1595832,1345361
1855,XBT,2018-03-21 06:00:00,XBTH18,XBTM18,9033.382043327485,9038.365190727049,4.983147399563677,1755724,919330
1856,XBT,2018-03-21 07:00:00,XBTH18,XBTM18,8972.79675788203,8973.116541042844,0.31978316081404046,2429082,1975728
1857,XBT,2018-03-21 08:00:00,XBTH18,XBTM18,8927.203832473602,8950.713224154684,23.50939168108198,2079991,1141468
1858,XBT,2018-03-21 09:00:00,XBTH18,XBTM18,9028.99354675697,9029.814417244937,0.8208704879671131,2225788,1185809
1859,XBT,2018-03-21 10:00:00,XBTH18,XBTM18,9066.562957168055,9063.91958471234,-2.6433724557155074,788547,1357559
1860,XBT,2018-03-21 11:00:00,XBTH18,XBTM18,9105.890803692884,9118.926085672329,13.035281979444335,3805590,3358222
1861,XBT,2018-03-21 12:00:00,XBTH18,XBTM18,9025.156554568712,9026.951621206379,1.7950666376673325,2015448,2280059
1862,XBT,2018-03-21 13:00:00,XBTH18,XBTM18,9030.803445812036,9037.81514242635,7.011696614314133,1601029,1439405
1863,XBT,2018-03-21 14:00:00,XBTH18,XBTM18,9052.433415720096,9069.14886986702,16.715454146924458,1270215,1681314
1864,XBT,2018-03-21 15:00:00,XBTH18,XBTM18,9122.488290832873,9135.004102490258,12.515811657385711,3845697,3189426
1865,XBT,2018-03-21 16:00:00,XBTH18,XBTM18,8911.14439935243,8924.825578427728,13.681179075298132,7772575,5387388
1866,XBT,2018-03-21 17:00:00,XBTH18,XBTM18,8827.824595156637,8833.65463744104,5.830042284404044,6508639,3842345
1867,XBT,2018-03-21 18:00:00,XBTH18,XBTM18,8888.788605359363,8890.224298857755,1.435693498391629,3716076,2111717
1868,XBT,2018-03-21 19:00:00,XBTH18,XBTM18,8910.251923853435,8897.985400995154,-12.26652285828095,2024937,2078677
1869,XBT,2018-03-21 20:00:00,XBTH18,XBTM18,8892.216519485788,8884.083846260663,-8.132673225125473,3362353,1320033
1870,XBT,2018-03-21 21:00:00,XBTH18,XBTM18,8935.318338569448,8936.115426359971,0.7970877905227098,3049118,1893830
1871,XBT,2018-03-21 22:00:00,XBTH18,XBTM18,8887.330395540977,8907.972401051471,20.642005510493618,2271889,1057758
